CustomerID,FullName,Gender,Region,CustomerSegment,SignupDate
C10227,Christine Clark,Female,West,New,2025-04-24
C10228,Christopher Thompson,Male,Northeast,New,2022-12-21
C10229,April Hayes,Female,Midwest,Returning,2025-01-16
C10230,Eddie Hall,Male,Online-only,New,2025-07-01
C10231,Michael Gibson,Male,Northeast,New,2025-06-02
C10232,Thomas French,Male,Northeast,Returning,2025-03-03
C10233,Mary Peck,Female,Northeast,Loyalty,2024-05-15
C10234,Kimberly Holland,Female,Northeast,New,2026-04-21
C10235,Margaret Jones,Non-binary,West,Returning,2023-05-03
C10236,Kyle Curry,Non-binary,Southeast,Returning,2024-12-12
C10237,Dylan Martinez,Male,Online-only,Returning,2025-06-04
C10238,Holly Bender,Non-binary,Online-only,Returning,2024-09-02
C10239,Troy Miller,Non-binary,Northeast,Loyalty,2022-10-31
C10240,Jessica Morris,Female,Online-only,New,2023-09-03
C10241,Brandon Hayden,Male,Southeast,New,2026-01-05
C10242,Kenneth Sampson,Male,Northeast,New,2026-09-01
C10243,Megan Adams,Female,Southeast,Returning,2022-10-31
C10244,Peter Ruiz,Male,Southeast,New,2025-04-11
C10245,Sydney White,Female,West,Returning,2025-01-04
C10246,Mark Vasquez,Male,Online-only,Loyalty,2023-01-14
C10247,Michael Cook,Non-binary,West,Loyalty,2025-05-08
C10248,Scott Rivera,Male,Northeast,New,2025-06-11
C10249,Dwayne Landry,Male,Online-only,Loyalty,2025-12-03
C10250,Krista Gibson,Female,Northeast,Loyalty,2023-12-06
C10251,Marcus Cordova,Non-binary,West,Returning,2024-04-15
C10252,Kayla Travis,Female,Midwest,Returning,2025-04-20
C10253,Kimberly Gutierrez,Female,West,Loyalty,2023-06-03
C10254,Michael Avila,Non-binary,Midwest,Returning,2025-03-04
C10255,Kathleen Harris,Non-binary,Northeast,Returning,2024-11-12
C10256,Tanya Kim,Female,Midwest,New,2025-06-18
C10257,Bryan Dudley,Male,Online-only,Loyalty,2025-02-07
C10258,John Moore,Non-binary,Midwest,New,2024-11-15
C10259,Kristen Davis,Female,Midwest,Loyalty,2026-08-21
C10260,Thomas Murray,Male,Midwest,Returning,2023-02-21
C10261,Sandra Jimenez,Female,Northeast,Returning,2025-07-15
C10262,Jordan Hill,Male,Online-only,Returning,2026-01-03
C10263,William Sanchez,Male,Southeast,Returning,2024-11-15
C10264,James Weeks,Male,Southeast,Returning,2024-09-14
C10265,Sherry Shields,Female,West,Returning,2023-10-11
C10266,Kristy Perry,Non-binary,Northeast,New,2026-05-29
C10267,Katie Hoover,Female,Southeast,Loyalty,2023-10-20
C10268,Edwin Matthews,Male,Online-only,Loyalty,2026-08-31
C10269,Katherine Hernandez,Female,West,Returning,2024-10-28
C10270,Gregory Arnold,Male,Northeast,Returning,2024-11-04
C10271,Stanley Morris,Non-binary,West,Returning,2023-06-05
C10272,Melissa Armstrong,Female,Northeast,Returning,2023-08-10
C10273,Patricia Williams,Female,Midwest,Returning,2025-08-25
C10274,Michele Shepherd,Female,Northeast,Returning,2024-03-19
C10275,Matthew Hoover,Male,West,Returning,2026-08-04
C10276,Kathleen Johnson,Female,Midwest,New,2024-09-05
C10277,Leslie Kane,Female,Midwest,New,2026-03-02
C10278,Jeremiah Fox,Male,Midwest,Returning,2024-07-01
C10279,Jennifer Ortiz,Non-binary,West,Returning,2025-04-15
C10280,Christopher Harrison,Male,Online-only,New,2026-07-19
C10281,Matthew Schwartz,Non-binary,Northeast,New,2025-04-08
C10282,Melissa Phelps,Non-binary,Midwest,Loyalty,2026-02-08
C10283,Jamie Stewart,Female,Southeast,Loyalty,2025-07-18
C10284,Peter Brennan,Male,Southeast,Loyalty,2022-10-25
C10285,Andrea Welch,Female,West,Returning,2026-05-09
C10286,Yolanda Francis,Female,West,Returning,2024-05-28
C10287,Brett Schultz,Male,Online-only,Returning,2026-02-27
C10288,Jeremy Benson,Male,Southeast,Returning,2026-04-13
C10289,Brandon Flynn,Non-binary,Southeast,Loyalty,2023-11-05
C10290,James Thomas,Male,Online-only,New,2024-10-17
C10291,Keith Sparks,Male,Southeast,Loyalty,2023-05-09
C10292,Angela Pitts,Female,Southeast,Returning,2025-02-23
C10293,David Durham,Male,Southeast,Returning,2023-03-30
C10294,Joel King,Male,Midwest,New,2023-09-10
C10295,Albert Ballard,Non-binary,Online-only,Returning,2026-04-10
C10296,Megan Moore,Female,Online-only,Returning,2024-06-08
C10297,Michael Matthews,Non-binary,Online-only,New,2025-03-23
C10298,Jeff Wright,Male,Southeast,Returning,2026-01-19
C10299,Curtis Cruz,Male,Northeast,Loyalty,2024-08-08
C10300,Cynthia Armstrong,Female,Southeast,Returning,2024-12-20
C10301,Wendy Phillips,Female,Online-only,Loyalty,2026-07-31
C10302,Dominique Hill,Non-binary,Southeast,Returning,2024-12-07
C10303,Michael Garner,Male,Online-only,New,2022-11-13
C10304,Lisa Crawford,Female,Southeast,Returning,2026-04-15
C10305,Donna Lindsey,Female,Online-only,Returning,2025-02-05
C10306,Harold Fields,Male,Online-only,Loyalty,2025-02-25
C10307,Megan Le,Female,Midwest,Returning,2025-04-22
C10308,Sara Fuller,Female,Northeast,Loyalty,2026-04-13
C10309,Maria Parker,Female,Southeast,Returning,2024-06-07
C10310,Kevin Oconnor,Male,Midwest,Returning,2023-01-12
C10311,Edward Burgess,Male,Northeast,New,2023-05-17
C10312,Carlos Ryan,Male,West,New,2026-07-22
C10313,Alyssa Mcintyre,Non-binary,Northeast,Returning,2025-12-28
C10314,Dawn Summers,Female,Midwest,Returning,2024-08-06
C10315,Robert Francis,Male,Online-only,Returning,2024-01-10
C10316,Brian Mccarty,Male,Northeast,Loyalty,2023-03-27
C10317,Tammy Dalton,Non-binary,Southeast,Loyalty,2025-07-26
C10318,Veronica Coffey,Female,Midwest,Returning,2025-11-20
C10319,Jacob Gibbs,Male,Online-only,New,2022-09-23
C10320,Joshua Gibson,Male,Midwest,Returning,2025-05-12
C10321,Megan Richards,Female,Northeast,Loyalty,2025-12-16
C10322,Todd Rodriguez,Male,Southeast,Returning,2023-08-10
C10323,Allison Henson,Female,Online-only,Returning,2024-11-30
C10324,Suzanne Walker,Female,West,New,2022-12-04
C10325,Samantha Blankenship,Female,Northeast,New,2023-11-18
C10326,Jennifer Taylor,Female,West,Returning,2026-06-15
C10327,Eric Vasquez,Male,West,Loyalty,2023-01-22
C10328,Stacy Taylor,Female,Southeast,Returning,2024-06-26
C10329,Ellen Paul,Non-binary,Southeast,New,2026-06-15
C10330,Jennifer Newton,Female,Southeast,Returning,2023-04-16
C10331,Jason Garcia,Male,Northeast,Returning,2024-08-17
C10332,Jennifer Lynn,Female,Midwest,Loyalty,2022-10-20
C10333,Jacob Ramos,Male,Southeast,Loyalty,2026-06-21
C10334,Scott Garcia,Male,Online-only,Returning,2025-05-31
C10335,Kimberly Levine,Female,West,Returning,2024-02-08
C10336,Jennifer Lopez,Female,Northeast,Loyalty,2023-02-28
C10337,Ryan Gibson,Male,Online-only,Loyalty,2025-04-27
C10338,Maria Harper,Female,Northeast,Returning,2022-10-04
C10339,Rachel Sanchez,Female,Midwest,Returning,2023-03-05
C10340,Kristy Jones,Female,Midwest,Loyalty,2025-09-24
C10341,Christine Robinson,Female,Northeast,New,2026-02-23
C10342,Erin Hernandez,Female,West,Loyalty,2026-04-09
C10343,April Garrison,Female,Online-only,New,2023-04-02
C10344,Beverly King,Female,West,Returning,2023-05-15
C10345,Mary Johnson,Female,West,New,2022-09-24
C10346,Rachel Young,Female,Online-only,Returning,2023-12-19
C10347,Christopher Williams,Male,Northeast,New,2025-08-20
C10348,Alicia Reese,Non-binary,Northeast,Returning,2024-07-29
C10349,Kimberly Palmer,Non-binary,Southeast,Returning,2023-02-09
C10350,Jonathan Dougherty,Male,Online-only,Returning,2022-11-05
C10351,Richard Camacho,Male,West,Loyalty,2024-10-03
C10352,Judith Maynard,Female,Northeast,Returning,2022-11-30
C10353,John Morales,Male,Midwest,New,2025-05-31
C10354,Katherine Browning,Female,Northeast,Returning,2022-12-19
C10355,Christopher Franklin,Non-binary,Online-only,Returning,2022-12-07
C10356,Denise Schultz,Female,Southeast,New,2024-11-11
C10357,Erika Vang,Female,Online-only,Loyalty,2024-10-16
C10358,Jody Jacobs,Female,West,Returning,2023-01-25
C10359,Jacqueline Farrell,Non-binary,Online-only,New,2025-04-10
C10360,Patricia Le,Female,Southeast,New,2023-07-13
C10361,Shannon Perez,Non-binary,Northeast,Loyalty,2024-01-10
C10362,Shawn Perry,Non-binary,Northeast,New,2023-01-19
C10363,Jeffery Ortega,Male,Southeast,New,2024-03-02
C10364,Elijah Leblanc,Non-binary,Northeast,Loyalty,2022-12-10
C10365,Ronald Davis,Male,Online-only,Returning,2023-01-21
C10366,Parker Cain,Male,Northeast,Loyalty,2024-11-23
C10367,Kevin Hoffman,Male,Northeast,Loyalty,2023-12-28
C10368,Bryan Gomez,Male,Midwest,New,2025-05-01
C10369,Nicole Parrish,Female,Northeast,Returning,2025-07-21
C10370,Tanya Burke,Non-binary,Northeast,New,2024-01-29
C10371,Kenneth Lewis,Male,West,Returning,2025-04-18
C10372,Courtney Rodriguez,Female,Midwest,New,2026-01-19
C10373,Michael Farmer,Non-binary,Northeast,Loyalty,2024-12-19
C10374,Lindsay Bruce,Non-binary,Southeast,Returning,2026-07-26
C10375,Sabrina Austin,Female,Northeast,Returning,2025-03-29
C10376,Alexander Hickman,Male,Midwest,New,2025-12-27
C10377,Derek White,Male,Northeast,New,2025-06-24
C10378,Kyle Morgan,Non-binary,Northeast,New,2022-09-11
C10379,Molly Knight,Non-binary,West,Returning,2024-04-10
C10380,Brenda Schultz,Female,Southeast,Returning,2022-10-17
C10381,Nichole Lewis,Female,Midwest,Returning,2024-05-07
C10382,Glenda Wood,Female,West,New,2025-07-22
C10383,Kimberly Bradley,Non-binary,West,New,2023-01-05
C10384,Anthony Moore,Male,Online-only,Returning,2025-02-21
C10385,Michael Nelson,Male,Southeast,Returning,2025-04-26
C10386,Karla Ramos,Female,Midwest,Returning,2023-10-06
C10387,Nicole Wilson,Female,Online-only,Returning,2024-05-22
C10388,Douglas Gregory,Male,Northeast,Loyalty,2024-08-13
C10389,Mary Williams,Female,Midwest,Returning,2024-04-02
C10390,Linda Smith,Female,West,Returning,2023-11-17
C10391,Jason Taylor,Non-binary,Online-only,Returning,2023-09-11
C10392,Erin Smith,Female,Southeast,Loyalty,2025-08-28
C10393,Christopher James,Male,Online-only,Returning,2025-06-26
C10394,Kathryn Whitaker,Female,Midwest,Returning,2025-11-23
C10395,Charles Hensley,Non-binary,Midwest,New,2022-11-03
C10396,Albert Morse,Male,Southeast,New,2026-02-12
C10397,Barbara Berry,Non-binary,Southeast,Loyalty,2025-07-04
C10398,Robert Wilson,Non-binary,Southeast,Returning,2022-10-03
C10399,Mark Solis,Non-binary,Online-only,Loyalty,2025-02-21
C10400,Marilyn Gillespie,Non-binary,West,Returning,2023-01-09
C10401,Megan Sanchez,Non-binary,Online-only,Loyalty,2025-01-09
C10402,Kelly Foster,Female,Northeast,New,2023-11-30
C10403,Gina Cook,Female,Online-only,Returning,2023-05-06
C10404,Jordan Wilson,Male,Online-only,Returning,2024-09-16
C10405,Taylor Bailey,Male,Northeast,Returning,2025-07-30
C10406,Sabrina Briggs,Female,Northeast,Returning,2023-08-13
C10407,Charles Gonzalez,Male,Southeast,Returning,2025-01-29
C10408,Paige Rios,Female,Southeast,Returning,2023-05-19
C10409,Kendra Snyder,Non-binary,Midwest,Loyalty,2025-09-08
C10410,Peter Cole,Male,Northeast,Returning,2026-05-14
C10411,Kristy Reid,Female,Southeast,Returning,2025-03-02
C10412,Sean Burton,Male,Midwest,Returning,2023-04-11
C10413,Barry Ramos,Male,West,New,2023-11-19
C10414,Donald Brown,Male,Northeast,Returning,2024-09-12
C10415,Lance Hayes,Non-binary,Midwest,Returning,2022-11-25
C10416,Sandra Jones,Female,Southeast,Loyalty,2026-02-15
C10417,Savannah Gilbert,Female,Northeast,Returning,2024-09-12
C10418,Joel Spencer,Male,West,Loyalty,2025-11-02
C10419,Stephanie Cole,Female,Southeast,New,2025-11-28
C10420,Matthew Morris,Male,Northeast,Returning,2024-07-28
C10421,Chris Brown,Male,Midwest,Loyalty,2023-02-01
C10422,Stephanie Cooper,Female,Northeast,Loyalty,2025-07-11
C10423,Kathy Thompson,Female,Midwest,Returning,2023-08-30
C10424,Jessica Gonzales,Female,Online-only,Returning,2024-10-05
C10425,Erik Watson,Non-binary,Southeast,Returning,2023-10-21
C10426,Jennifer Morgan,Female,Northeast,New,2025-01-22
C10427,Rachel Holland,Female,Northeast,Loyalty,2022-12-08
C10428,Brandon Gregory,Male,West,Loyalty,2023-10-22
C10429,Misty Douglas,Female,Midwest,New,2026-04-18
C10430,Shane Cook,Male,Midwest,Returning,2024-12-31
C10431,Charles Bailey,Male,Online-only,Returning,2026-07-16
C10432,Michael Myers,Male,Southeast,New,2025-01-18
C10433,Sharon Collins,Non-binary,West,Returning,2024-03-05
C10434,Rickey Li,Male,Online-only,Returning,2025-05-08
C10435,Ronald Rodgers,Male,Southeast,New,2025-05-30
C10436,Joseph Lucas,Male,Northeast,New,2024-05-13
C10437,Heidi Cox,Female,Northeast,Loyalty,2023-05-24
C10438,Daniel Meza,Male,Midwest,Returning,2024-08-12
C10439,Jeremy Taylor,Non-binary,Midwest,Loyalty,2022-12-24
C10440,Megan Garcia,Non-binary,West,Loyalty,2025-10-02
C10441,Sandy Stephenson,Female,Online-only,Returning,2022-10-28
C10442,George Miranda,Male,Midwest,Returning,2023-03-13
C10443,Jamie Martin,Female,West,Returning,2025-12-29
C10444,Patricia Lamb,Female,Midwest,Returning,2023-05-02
